Age,Age_Group,Attrition,Department,Job Role,Gender,Monthly Income,Salary_Band,TotalWorkingYears,Years At Company,Experience_Group
30,26-35,No,Human Resources,Human Resources,Male,6347,Medium,12,11,8-15 Years
30,26-35,No,Research & Development,Healthcare Representative,Male,4152,Medium,11,11,8-15 Years
30,26-35,No,Research & Development,Healthcare Representative,Male,5294,Medium,10,7,8-15 Years
30,26-35,No,Research & Development,Laboratory Technician,Female,2564,Low,12,11,8-15 Years
30,26-35,No,Research & Development,Laboratory Technician,Female,4011,Medium,12,12,8-15 Years
30,26-35,No,Research & Development,Laboratory Technician,Female,4627,Medium,10,9,8-15 Years
30,26-35,No,Research & Development,Laboratory Technician,Male,2097,Low,9,5,8-15 Years
30,26-35,No,Research & Development,Laboratory Technician,Male,2206,Low,10,10,8-15 Years
30,26-35,No,Research & Development,Laboratory Technician,Male,2693,Low,1,1,0-3 Years
30,26-35,No,Research & Development,Laboratory Technician,Male,2720,Low,6,5,4-7 Years
30,26-35,No,Research & Development,Laboratory Technician,Male,3072,Medium,12,12,8-15 Years
30,26-35,No,Research & Development,Laboratory Technician,Male,3491,Medium,10,10,8-15 Years
30,26-35,No,Research & Development,Laboratory Technician,Male,3748,Medium,12,12,8-15 Years
30,26-35,No,Research & Development,Laboratory Technician,Male,3833,Medium,7,2,4-7 Years
30,26-35,No,Research & Development,Laboratory Technician,Male,5126,Medium,10,10,8-15 Years
30,26-35,No,Research & Development,Manager,Female,11916,High,9,9,8-15 Years
30,26-35,No,Research & Development,Manufacturing Director,Female,4695,Medium,10,8,8-15 Years
30,26-35,No,Research & Development,Manufacturing Director,Female,6091,Medium,11,5,8-15 Years
30,26-35,No,Research & Development,Manufacturing Director,Female,6877,Medium,12,0,8-15 Years
30,26-35,No,Research & Development,Manufacturing Director,Female,9667,High,9,7,8-15 Years
30,26-35,No,Research & Development,Manufacturing Director,Male,8474,High,12,11,8-15 Years
30,26-35,No,Research & Development,Manufacturing Director,Male,9957,High,7,6,4-7 Years
30,26-35,No,Research & Development,Research Director,Female,11416,High,9,8,8-15 Years
30,26-35,No,Research & Development,Research Scientist,Female,2083,Low,1,1,0-3 Years
30,26-35,No,Research & Development,Research Scientist,Female,2632,Low,5,5,4-7 Years
30,26-35,No,Research & Development,Research Scientist,Female,3204,Medium,8,3,8-15 Years
30,26-35,No,Research & Development,Research Scientist,Female,4968,Medium,10,9,8-15 Years
30,26-35,No,Research & Development,Research Scientist,Female,5775,Medium,11,10,8-15 Years
30,26-35,No,Research & Development,Research Scientist,Male,1274,Low,1,1,0-3 Years
30,26-35,No,Research & Development,Research Scientist,Male,2141,Low,6,6,4-7 Years
30,26-35,No,Research & Development,Research Scientist,Male,2613,Low,10,10,8-15 Years
30,26-35,No,Research & Development,Research Scientist,Male,2862,Low,10,10,8-15 Years
30,26-35,No,Research & Development,Research Scientist,Male,3579,Medium,12,11,8-15 Years
30,26-35,No,Research & Development,Research Scientist,Male,3761,Medium,10,5,8-15 Years
30,26-35,No,Sales,Sales Executive,Female,4736,Medium,4,2,4-7 Years
30,26-35,No,Sales,Sales Executive,Female,4779,Medium,8,3,8-15 Years
30,26-35,No,Sales,Sales Executive,Female,5209,Medium,11,11,8-15 Years
30,26-35,No,Sales,Sales Executive,Female,6118,Medium,10,10,8-15 Years
30,26-35,No,Sales,Sales Executive,Female,6577,Medium,6,5,4-7 Years
30,26-35,No,Sales,Sales Executive,Female,8412,High,10,9,8-15 Years
30,26-35,No,Sales,Sales Executive,Female,9419,High,12,10,8-15 Years
30,26-35,No,Sales,Sales Executive,Male,4115,Medium,8,4,8-15 Years
30,26-35,No,Sales,Sales Executive,Male,5301,Medium,4,2,4-7 Years
30,26-35,No,Sales,Sales Executive,Male,5304,Medium,10,8,8-15 Years
30,26-35,No,Sales,Sales Executive,Male,6578,Medium,10,10,8-15 Years
30,26-35,No,Sales,Sales Executive,Male,7140,High,12,7,8-15 Years
30,26-35,No,Sales,Sales Executive,Male,7264,High,10,8,8-15 Years
30,26-35,No,Sales,Sales Executive,Male,9250,High,9,4,8-15 Years
30,26-35,No,Sales,Sales Representative,Male,2476,Low,1,1,0-3 Years
30,26-35,No,Sales,Sales Representative,Male,2983,Low,4,3,4-7 Years
30,26-35,Yes,Human Resources,Human Resources,Female,2180,Low,6,4,4-7 Years
30,26-35,Yes,Research & Development,Laboratory Technician,Female,2422,Low,4,3,4-7 Years
30,26-35,Yes,Research & Development,Research Scientist,Female,2132,Low,7,5,4-7 Years
30,26-35,Yes,Research & Development,Research Scientist,Female,2657,Low,8,5,8-15 Years
30,26-35,Yes,Research & Development,Research Scientist,Male,2285,Low,3,1,0-3 Years
30,26-35,Yes,Sales,Sales Executive,Female,6696,Medium,9,6,8-15 Years
30,26-35,Yes,Sales,Sales Executive,Male,9714,High,10,10,8-15 Years
30,26-35,Yes,Sales,Sales Representative,Male,1081,Low,1,1,0-3 Years
30,26-35,Yes,Sales,Sales Representative,Male,2033,Low,1,1,0-3 Years
31,26-35,No,Human Resources,Human Resources,Female,2109,Low,8,3,8-15 Years
31,26-35,No,Human Resources,Human Resources,Male,6410,Medium,9,2,8-15 Years
31,26-35,No,Research & Development,Healthcare Representative,Female,5855,Medium,10,9,8-15 Years
31,26-35,No,Research & Development,Healthcare Representative,Female,6812,Medium,10,10,8-15 Years
31,26-35,No,Research & Development,Healthcare Representative,Male,5582,Medium,10,9,8-15 Years
31,26-35,No,Research & Development,Healthcare Representative,Male,6833,Medium,6,6,4-7 Years
31,26-35,No,Research & Development,Laboratory Technician,Female,1129,Low,1,1,0-3 Years
31,26-35,No,Research & Development,Laboratory Technician,Female,3978,Medium,4,2,4-7 Years
31,26-35,No,Research & Development,Laboratory Technician,Male,2218,Low,4,4,4-7 Years
31,26-35,No,Research & Development,Laboratory Technician,Male,3477,Medium,6,5,4-7 Years
31,26-35,No,Research & Development,Laboratory Technician,Male,4197,Medium,10,10,8-15 Years
31,26-35,No,Research & Development,Laboratory Technician,Male,5915,Medium,10,7,8-15 Years
31,26-35,No,Research & Development,Manufacturing Director,Female,4148,Medium,4,4,4-7 Years
31,26-35,No,Research & Development,Manufacturing Director,Female,4306,Medium,13,13,8-15 Years
31,26-35,No,Research & Development,Manufacturing Director,Female,4424,Medium,11,11,8-15 Years
31,26-35,No,Research & Development,Manufacturing Director,Female,5238,Medium,9,5,8-15 Years
31,26-35,No,Research & Development,Manufacturing Director,Female,7143,High,11,11,8-15 Years
31,26-35,No,Research & Development,Manufacturing Director,Female,8943,High,10,10,8-15 Years
31,26-35,No,Research & Development,Manufacturing Director,Male,4345,Medium,6,5,4-7 Years
31,26-35,No,Research & Development,Manufacturing Director,Male,9936,High,10,9,8-15 Years
31,26-35,No,Research & Development,Manufacturing Director,Male,10648,High,13,13,8-15 Years
31,26-35,No,Research & Development,Research Director,Female,11031,High,13,11,8-15 Years
31,26-35,No,Research & Development,Research Director,Female,16422,High,9,3,8-15 Years
31,26-35,No,Research & Development,Research Director,Male,13675,High,9,2,8-15 Years
31,26-35,No,Research & Development,Research Scientist,Female,3929,Medium,7,4,4-7 Years
31,26-35,No,Research & Development,Research Scientist,Male,2356,Low,8,6,8-15 Years
31,26-35,No,Research & Development,Research Scientist,Male,2501,Low,1,1,0-3 Years
31,26-35,No,Research & Development,Research Scientist,Male,2657,Low,3,2,0-3 Years
31,26-35,No,Research & Development,Research Scientist,Male,2695,Low,3,2,0-3 Years
31,26-35,No,Research & Development,Research Scientist,Male,2911,Low,5,5,4-7 Years
31,26-35,No,Research & Development,Research Scientist,Male,3065,Medium,4,4,4-7 Years
31,26-35,No,Research & Development,Research Scientist,Male,4821,Medium,6,5,4-7 Years
31,26-35,No,Research & Development,Research Scientist,Male,5003,Medium,10,10,8-15 Years
31,26-35,No,Sales,Manager,Male,11557,High,10,5,8-15 Years
31,26-35,No,Sales,Sales Executive,Female,5468,Medium,13,12,8-15 Years
31,26-35,No,Sales,Sales Executive,Female,5476,Medium,10,10,8-15 Years
31,26-35,No,Sales,Sales Executive,Female,6583,Medium,8,5,8-15 Years
31,26-35,No,Sales,Sales Executive,Female,6932,Medium,9,9,8-15 Years
31,26-35,No,Sales,Sales Executive,Female,9637,High,9,3,8-15 Years
31,26-35,No,Sales,Sales Executive,Female,9852,High,10,10,8-15 Years
31,26-35,No,Sales,Sales Executive,Male,5332,Medium,10,5,8-15 Years
31,26-35,No,Sales,Sales Executive,Male,5460,Medium,13,7,8-15 Years
31,26-35,No,Sales,Sales Executive,Male,6582,Medium,10,6,8-15 Years
31,26-35,No,Sales,Sales Executive,Male,6929,Medium,10,8,8-15 Years
31,26-35,No,Sales,Sales Executive,Male,7547,High,13,7,8-15 Years
31,26-35,No,Sales,Sales Executive,Male,8346,High,6,5,4-7 Years
31,26-35,No,Sales,Sales Executive,Male,10793,High,13,13,8-15 Years
31,26-35,No,Sales,Sales Representative,Female,2789,Low,2,2,0-3 Years
31,26-35,No,Sales,Sales Representative,Male,2329,Low,13,7,8-15 Years
31,26-35,No,Sales,Sales Representative,Male,2791,Low,3,2,0-3 Years
31,26-35,No,Sales,Sales Representative,Male,3067,Medium,3,2,0-3 Years
31,26-35,Yes,Human Resources,Human Resources,Male,2956,Low,2,1,0-3 Years
31,26-35,Yes,Research & Development,Healthcare Representative,Male,9824,High,12,1,8-15 Years
31,26-35,Yes,Research & Development,Laboratory Technician,Male,2610,Low,2,2,0-3 Years
31,26-35,Yes,Research & Development,Laboratory Technician,Male,3479,Medium,6,5,4-7 Years
31,26-35,Yes,Research & Development,Laboratory Technician,Male,3722,Medium,7,2,4-7 Years
31,26-35,Yes,Research & Development,Manufacturing Director,Female,7446,High,10,10,8-15 Years
31,26-35,Yes,Research & Development,Manufacturing Director,Male,6179,Medium,10,10,8-15 Years
31,26-35,Yes,Research & Development,Research Scientist,Female,1261,Low,1,1,0-3 Years
31,26-35,Yes,Research & Development,Research Scientist,Female,4084,Medium,7,7,4-7 Years
31,26-35,Yes,Research & Development,Research Scientist,Male,2321,Low,4,3,4-7 Years
31,26-35,Yes,Sales,Sales Executive,Female,4559,Medium,4,2,4-7 Years
31,26-35,Yes,Sales,Sales Executive,Male,4233,Medium,9,3,8-15 Years
31,26-35,Yes,Sales,Sales Executive,Male,5617,Medium,10,10,8-15 Years
31,26-35,Yes,Sales,Sales Executive,Male,6172,Medium,12,7,8-15 Years
31,26-35,Yes,Sales,Sales Executive,Male,8161,High,10,1,8-15 Years
31,26-35,Yes,Sales,Sales Representative,Female,1359,Low,1,1,0-3 Years
31,26-35,Yes,Sales,Sales Representative,Female,2302,Low,3,3,0-3 Years
31,26-35,Yes,Sales,Sales Representative,Female,2785,Low,3,1,0-3 Years
32,26-35,No,Research & Development,Healthcare Representative,Female,6667,Medium,9,5,8-15 Years
32,26-35,No,Research & Development,Laboratory Technician,Female,2332,Low,5,3,4-7 Years
32,26-35,No,Research & Development,Laboratory Technician,Female,2370,Low,8,8,8-15 Years
32,26-35,No,Research & Development,Laboratory Technician,Female,2743,Low,2,2,0-3 Years
32,26-35,No,Research & Development,Laboratory Technician,Female,2837,Low,6,6,4-7 Years
32,26-35,No,Research & Development,Laboratory Technician,Female,4025,Medium,10,8,8-15 Years
32,26-35,No,Research & Development,Laboratory Technician,Male,2176,Low,9,6,8-15 Years
32,26-35,No,Research & Development,Laboratory Technician,Male,2314,Low,4,3,4-7 Years
32,26-35,No,Research & Development,Laboratory Technician,Male,2794,Low,5,5,4-7 Years
32,26-35,No,Research & Development,Laboratory Technician,Male,3068,Medium,8,7,8-15 Years
32,26-35,No,Research & Development,Laboratory Technician,Male,5309,Medium,10,10,8-15 Years
32,26-35,No,Research & Development,Manager,Male,11244,High,10,5,8-15 Years
32,26-35,No,Research & Development,Manufacturing Director,Female,6162,Medium,14,14,8-15 Years
32,26-35,No,Research & Development,Manufacturing Director,Female,6725,Medium,8,8,8-15 Years
32,26-35,No,Research & Development,Manufacturing Director,Male,6162,Medium,9,9,8-15 Years
32,26-35,No,Research & Development,Manufacturing Director,Male,9679,High,8,1,8-15 Years
32,26-35,No,Research & Development,Research Director,Female,11159,High,10,7,8-15 Years
32,26-35,No,Research & Development,Research Scientist,Female,3312,Medium,6,3,4-7 Years
32,26-35,No,Research & Development,Research Scientist,Female,4998,Medium,10,8,8-15 Years
32,26-35,No,Research & Development,Research Scientist,Female,5055,Medium,10,7,8-15 Years
32,26-35,No,Research & Development,Research Scientist,Female,5175,Medium,9,5,8-15 Years
32,26-35,No,Research & Development,Research Scientist,Female,5878,Medium,12,7,8-15 Years
32,26-35,No,Research & Development,Research Scientist,Female,6322,Medium,6,6,4-7 Years
32,26-35,No,Research & Development,Research Scientist,Male,2439,Low,4,4,4-7 Years
32,26-35,No,Research & Development,Research Scientist,Male,2718,Low,12,7,8-15 Years
32,26-35,No,Research & Development,Research Scientist,Male,2956,Low,1,1,0-3 Years
32,26-35,No,Research & Development,Research Scientist,Male,3038,Medium,8,5,8-15 Years
32,26-35,No,Research & Development,Research Scientist,Male,3298,Medium,7,6,4-7 Years
32,26-35,No,Research & Development,Research Scientist,Male,3433,Medium,10,5,8-15 Years
32,26-35,No,Research & Development,Research Scientist,Male,4087,Medium,9,6,8-15 Years
32,26-35,No,Research & Development,Research Scientist,Male,5470,Medium,10,9,8-15 Years
32,26-35,No,Research & Development,Research Scientist,Male,6220,Medium,10,10,8-15 Years
32,26-35,No,Sales,Sales Executive,Female,5228,Medium,13,13,8-15 Years
32,26-35,No,Sales,Sales Executive,Female,8998,High,9,9,8-15 Years
32,26-35,No,Sales,Sales Executive,Female,10422,High,14,14,8-15 Years
32,26-35,No,Sales,Sales Executive,Male,4078,Medium,4,3,4-7 Years
32,26-35,No,Sales,Sales Executive,Male,4403,Medium,8,5,8-15 Years
32,26-35,No,Sales,Sales Executive,Male,4465,Medium,4,3,4-7 Years
32,26-35,No,Sales,Sales Executive,Male,4648,Medium,4,0,4-7 Years
32,26-35,No,Sales,Sales Executive,Male,4668,Medium,9,8,8-15 Years
32,26-35,No,Sales,Sales Executive,Male,5010,Medium,12,11,8-15 Years
32,26-35,No,Sales,Sales Executive,Male,5396,Medium,10,10,8-15 Years
32,26-35,No,Sales,Sales Executive,Male,5484,Medium,13,13,8-15 Years
32,26-35,No,Sales,Sales Executive,Male,6209,Medium,10,10,8-15 Years
32,26-35,No,Sales,Sales Executive,Male,6524,Medium,10,10,8-15 Years
32,26-35,No,Sales,Sales Executive,Male,9204,High,7,4,4-7 Years
32,26-35,No,Sales,Sales Executive,Male,9610,High,10,4,8-15 Years
32,26-35,No,Sales,Sales Representative,Female,2827,Low,1,1,0-3 Years
32,26-35,No,Sales,Sales Representative,Female,3931,Medium,6,4,4-7 Years
32,26-35,No,Sales,Sales Representative,Male,2269,Low,3,2,0-3 Years
32,26-35,Yes,Research & Development,Laboratory Technician,Female,4200,Medium,10,5,8-15 Years
32,26-35,Yes,Research & Development,Laboratory Technician,Male,1393,Low,1,1,0-3 Years
32,26-35,Yes,Research & Development,Laboratory Technician,Male,2795,Low,1,1,0-3 Years
32,26-35,Yes,Research & Development,Laboratory Technician,Male,3730,Medium,4,3,4-7 Years
32,26-35,Yes,Research & Development,Laboratory Technician,Male,4883,Medium,10,10,8-15 Years
32,26-35,Yes,Research & Development,Research Scientist,Female,2432,Low,8,4,8-15 Years
32,26-35,Yes,Research & Development,Research Scientist,Female,3919,Medium,10,10,8-15 Years
32,26-35,Yes,Sales,Sales Executive,Male,4707,Medium,6,4,4-7 Years
32,26-35,Yes,Sales,Sales Executive,Male,6735,Medium,10,0,8-15 Years
32,26-35,Yes,Sales,Sales Executive,Male,9907,High,7,2,4-7 Years
32,26-35,Yes,Sales,Sales Executive,Male,10400,High,14,14,8-15 Years
33,26-35,No,Human Resources,Human Resources,Male,2277,Low,7,4,4-7 Years
33,26-35,No,Human Resources,Human Resources,Male,3600,Medium,5,5,4-7 Years
33,26-35,No,Research & Development,Healthcare Representative,Female,4878,Medium,10,9,8-15 Years
33,26-35,No,Research & Development,Healthcare Representative,Female,5488,Medium,6,6,4-7 Years
33,26-35,No,Research & Development,Healthcare Representative,Female,6949,Medium,6,5,4-7 Years
33,26-35,No,Research & Development,Healthcare Representative,Male,5968,Medium,9,9,8-15 Years
33,26-35,No,Research & Development,Healthcare Representative,Male,6388,Medium,14,0,8-15 Years
33,26-35,No,Research & Development,Healthcare Representative,Male,7119,High,9,3,8-15 Years
33,26-35,No,Research & Development,Healthcare Representative,Male,7725,High,15,13,8-15 Years
33,26-35,No,Research & Development,Laboratory Technician,Female,3838,Medium,8,5,8-15 Years
33,26-35,No,Research & Development,Laboratory Technician,Male,2008,Low,1,1,0-3 Years
33,26-35,No,Research & Development,Laboratory Technician,Male,2028,Low,14,14,8-15 Years
33,26-35,No,Research & Development,Laboratory Technician,Male,2496,Low,7,1,4-7 Years
33,26-35,No,Research & Development,Laboratory Technician,Male,5207,Medium,15,15,8-15 Years
33,26-35,No,Research & Development,Manager,Female,11878,High,12,10,8-15 Years
33,26-35,No,Research & Development,Manufacturing Director,Male,4320,Medium,5,5,4-7 Years
33,26-35,No,Research & Development,Research Director,Female,13458,High,15,15,8-15 Years
33,26-35,No,Research & Development,Research Director,Female,16184,High,10,6,8-15 Years
33,26-35,No,Research & Development,Research Director,Male,11691,High,14,13,8-15 Years
33,26-35,No,Research & Development,Research Scientist,Female,2622,Low,7,3,4-7 Years
33,26-35,No,Research & Development,Research Scientist,Female,2756,Low,8,8,8-15 Years
33,26-35,No,Research & Development,Research Scientist,Female,2909,Low,8,8,8-15 Years
33,26-35,No,Research & Development,Research Scientist,Female,2911,Low,2,2,0-3 Years
33,26-35,No,Research & Development,Research Scientist,Female,3452,Medium,5,3,4-7 Years
33,26-35,No,Research & Development,Research Scientist,Male,2500,Low,4,3,4-7 Years
33,26-35,No,Research & Development,Research Scientist,Male,2781,Low,15,14,8-15 Years
33,26-35,No,Research & Development,Research Scientist,Male,2799,Low,6,3,4-7 Years
33,26-35,No,Research & Development,Research Scientist,Male,3055,Medium,11,9,8-15 Years
33,26-35,No,Research & Development,Research Scientist,Male,3143,Medium,14,10,8-15 Years
33,26-35,No,Sales,Manager,Male,17444,High,10,10,8-15 Years
33,26-35,No,Sales,Sales Executive,Female,4302,Medium,4,3,4-7 Years
33,26-35,No,Sales,Sales Executive,Female,4539,Medium,10,10,8-15 Years
33,26-35,No,Sales,Sales Executive,Female,5147,Medium,13,11,8-15 Years
33,26-35,No,Sales,Sales Executive,Female,5368,Medium,7,6,4-7 Years
33,26-35,No,Sales,Sales Executive,Female,5376,Medium,10,5,8-15 Years
33,26-35,No,Sales,Sales Executive,Male,4037,Medium,9,9,8-15 Years
33,26-35,No,Sales,Sales Executive,Male,4373,Medium,5,4,4-7 Years
33,26-35,No,Sales,Sales Executive,Male,4682,Medium,9,7,8-15 Years
33,26-35,No,Sales,Sales Executive,Male,5487,Medium,10,10,8-15 Years
33,26-35,No,Sales,Sales Executive,Male,5505,Medium,6,6,4-7 Years
33,26-35,No,Sales,Sales Executive,Male,6146,Medium,8,7,8-15 Years
33,26-35,No,Sales,Sales Executive,Male,6392,Medium,8,2,8-15 Years
33,26-35,No,Sales,Sales Executive,Male,7104,High,6,5,4-7 Years
33,26-35,No,Sales,Sales Executive,Male,8380,High,10,9,8-15 Years
33,26-35,No,Sales,Sales Executive,Male,9998,High,8,5,8-15 Years
33,26-35,No,Sales,Sales Representative,Female,2342,Low,3,2,0-3 Years
33,26-35,Yes,Research & Development,Laboratory Technician,Female,2707,Low,13,9,8-15 Years
33,26-35,Yes,Research & Development,Laboratory Technician,Male,2436,Low,8,5,8-15 Years
33,26-35,Yes,Research & Development,Laboratory Technician,Male,3408,Medium,8,4,8-15 Years
33,26-35,Yes,Research & Development,Manager,Male,13610,High,15,7,8-15 Years
33,26-35,Yes,Research & Development,Research Scientist,Female,4508,Medium,14,13,8-15 Years
33,26-35,Yes,Research & Development,Research Scientist,Male,2313,Low,5,2,4-7 Years
33,26-35,Yes,Research & Development,Research Scientist,Male,2686,Low,10,10,8-15 Years
33,26-35,Yes,Research & Development,Research Scientist,Male,3348,Medium,10,10,8-15 Years
33,26-35,Yes,Sales,Sales Executive,Female,5324,Medium,6,3,4-7 Years
33,26-35,Yes,Sales,Sales Executive,Female,8224,High,6,5,4-7 Years
33,26-35,Yes,Sales,Sales Executive,Female,8564,High,11,0,8-15 Years
33,26-35,Yes,Sales,Sales Representative,Female,2851,Low,1,1,0-3 Years
34,26-35,No,Human Resources,Human Resources,Male,3737,Medium,4,3,4-7 Years
34,26-35,No,Human Resources,Human Resources,Male,4490,Medium,14,10,8-15 Years
34,26-35,No,Research & Development,Healthcare Representative,Female,6142,Medium,10,5,8-15 Years
34,26-35,No,Research & Development,Healthcare Representative,Female,6687,Medium,14,14,8-15 Years
34,26-35,No,Research & Development,Healthcare Representative,Female,8621,High,9,8,8-15 Years
34,26-35,No,Research & Development,Healthcare Representative,Male,5063,Medium,8,8,8-15 Years
34,26-35,No,Research & Development,Healthcare Representative,Male,5343,Medium,14,13,8-15 Years
34,26-35,No,Research & Development,Healthcare Representative,Male,7756,High,7,6,4-7 Years
34,26-35,No,Research & Development,Healthcare Representative,Male,8500,High,10,9,8-15 Years
34,26-35,No,Research & Development,Laboratory Technician,Female,3294,Medium,7,5,4-7 Years
34,26-35,No,Research & Development,Laboratory Technician,Female,4444,Medium,15,11,8-15 Years
34,26-35,No,Research & Development,Laboratory Technician,Male,2008,Low,1,1,0-3 Years
34,26-35,No,Research & Development,Laboratory Technician,Male,2661,Low,3,2,0-3 Years
34,26-35,No,Research & Development,Laboratory Technician,Male,3986,Medium,15,15,8-15 Years
34,26-35,No,Research & Development,Laboratory Technician,Male,4404,Medium,6,4,4-7 Years
34,26-35,No,Research & Development,Laboratory Technician,Male,5429,Medium,10,8,8-15 Years
34,26-35,No,Research & Development,Manager,Female,11631,High,14,11,8-15 Years
34,26-35,No,Research & Development,Manufacturing Director,Female,5121,Medium,7,0,4-7 Years
34,26-35,No,Research & Development,Manufacturing Director,Male,4033,Medium,5,3,4-7 Years
34,26-35,No,Research & Development,Manufacturing Director,Male,4325,Medium,5,5,4-7 Years
34,26-35,No,Research & Development,Manufacturing Director,Male,4724,Medium,9,9,8-15 Years
34,26-35,No,Research & Development,Manufacturing Director,Male,5957,Medium,13,11,8-15 Years
34,26-35,No,Research & Development,Manufacturing Director,Male,9547,High,10,10,8-15 Years
34,26-35,No,Research & Development,Research Director,Female,11994,High,13,12,8-15 Years
34,26-35,No,Research & Development,Research Director,Male,17007,High,16,14,15+ Years
34,26-35,No,Research & Development,Research Scientist,Female,2029,Low,5,5,4-7 Years
34,26-35,No,Research & Development,Research Scientist,Female,2311,Low,9,3,8-15 Years
34,26-35,No,Research & Development,Research Scientist,Female,2553,Low,6,5,4-7 Years
34,26-35,No,Research & Development,Research Scientist,Female,2585,Low,2,1,0-3 Years
34,26-35,No,Research & Development,Research Scientist,Female,2929,Low,10,10,8-15 Years
34,26-35,No,Research & Development,Research Scientist,Female,3280,Medium,10,4,8-15 Years
34,26-35,No,Research & Development,Research Scientist,Female,4381,Medium,6,6,4-7 Years
34,26-35,No,Research & Development,Research Scientist,Female,4505,Medium,12,1,8-15 Years
34,26-35,No,Research & Development,Research Scientist,Female,4809,Medium,16,16,15+ Years
34,26-35,No,Research & Development,Research Scientist,Female,5433,Medium,11,11,8-15 Years
34,26-35,No,Research & Development,Research Scientist,Male,2691,Low,10,10,8-15 Years
34,26-35,No,Research & Development,Research Scientist,Male,2768,Low,14,7,8-15 Years
34,26-35,No,Research & Development,Research Scientist,Male,2932,Low,6,5,4-7 Years
34,26-35,No,Research & Development,Research Scientist,Male,2972,Low,1,1,0-3 Years
34,26-35,No,Research & Development,Research Scientist,Male,2979,Low,6,0,4-7 Years
34,26-35,No,Research & Development,Research Scientist,Male,2996,Low,10,4,8-15 Years
34,26-35,No,Research & Development,Research Scientist,Male,3622,Medium,6,6,4-7 Years
34,26-35,No,Research & Development,Research Scientist,Male,3815,Medium,5,5,4-7 Years
34,26-35,No,Research & Development,Research Scientist,Male,5484,Medium,9,2,8-15 Years
34,26-35,No,Research & Development,Research Scientist,Male,5747,Medium,16,15,15+ Years
34,26-35,No,Sales,Sales Executive,Female,4538,Medium,4,3,4-7 Years
34,26-35,No,Sales,Sales Executive,Female,5714,Medium,6,6,4-7 Years
34,26-35,No,Sales,Sales Executive,Female,6029,Medium,6,2,4-7 Years
34,26-35,No,Sales,Sales Executive,Female,6125,Medium,10,10,8-15 Years
34,26-35,No,Sales,Sales Executive,Female,6500,Medium,6,3,4-7 Years
34,26-35,No,Sales,Sales Executive,Female,6538,Medium,6,3,4-7 Years
34,26-35,No,Sales,Sales Executive,Female,6712,Medium,8,8,8-15 Years
34,26-35,No,Sales,Sales Executive,Female,8103,High,9,4,8-15 Years
34,26-35,No,Sales,Sales Executive,Male,4001,Medium,15,15,8-15 Years
34,26-35,No,Sales,Sales Executive,Male,4568,Medium,10,9,8-15 Years
34,26-35,No,Sales,Sales Executive,Male,4759,Medium,15,13,8-15 Years
34,26-35,No,Sales,Sales Executive,Male,5337,Medium,10,10,8-15 Years
34,26-35,No,Sales,Sales Executive,Male,6274,Medium,6,6,4-7 Years
34,26-35,No,Sales,Sales Executive,Male,6799,Medium,10,10,8-15 Years
34,26-35,No,Sales,Sales Executive,Male,7083,High,10,10,8-15 Years
34,26-35,No,Sales,Sales Executive,Male,8628,High,9,8,8-15 Years
34,26-35,No,Sales,Sales Executive,Male,9713,High,9,5,8-15 Years
34,26-35,No,Sales,Sales Executive,Male,9725,High,16,15,15+ Years
34,26-35,No,Sales,Sales Executive,Male,9888,High,14,14,8-15 Years
34,26-35,No,Sales,Sales Representative,Female,2220,Low,1,1,0-3 Years
34,26-35,No,Sales,Sales Representative,Female,2231,Low,6,4,4-7 Years
34,26-35,No,Sales,Sales Representative,Female,2579,Low,8,8,8-15 Years
34,26-35,No,Sales,Sales Representative,Male,2308,Low,12,11,8-15 Years
34,26-35,Yes,Human Resources,Human Resources,Female,2742,Low,2,2,0-3 Years
34,26-35,Yes,Human Resources,Human Resources,Female,9950,High,11,3,8-15 Years
34,26-35,Yes,Research & Development,Laboratory Technician,Male,5346,Medium,11,7,8-15 Years
34,26-35,Yes,Research & Development,Laboratory Technician,Male,6074,Medium,9,9,8-15 Years
34,26-35,Yes,Research & Development,Research Scientist,Male,2307,Low,5,5,4-7 Years
34,26-35,Yes,Research & Development,Research Scientist,Male,2960,Low,8,4,8-15 Years
34,26-35,Yes,Sales,Sales Executive,Female,4599,Medium,16,15,15+ Years
34,26-35,Yes,Sales,Sales Executive,Male,5304,Medium,9,5,8-15 Years
34,26-35,Yes,Sales,Sales Representative,Female,2351,Low,3,2,0-3 Years
35,26-35,No,Human Resources,Human Resources,Female,8837,High,9,9,8-15 Years
35,26-35,No,Human Resources,Human Resources,Male,4323,Medium,6,5,4-7 Years
35,26-35,No,Research & Development,Healthcare Representative,Female,4014,Medium,10,10,8-15 Years
35,26-35,No,Research & Development,Healthcare Representative,Female,4148,Medium,15,14,8-15 Years
35,26-35,No,Research & Development,Healthcare Representative,Female,5093,Medium,16,1,15+ Years
35,26-35,No,Research & Development,Healthcare Representative,Female,6142,Medium,10,5,8-15 Years
35,26-35,No,Research & Development,Healthcare Representative,Female,8606,High,11,11,8-15 Years
35,26-35,No,Research & Development,Healthcare Representative,Female,10388,High,16,16,15+ Years
35,26-35,No,Research & Development,Healthcare Representative,Male,5689,Medium,10,10,8-15 Years
35,26-35,No,Research & Development,Healthcare Representative,Male,6540,Medium,10,1,8-15 Years
35,26-35,No,Research & Development,Healthcare Representative,Male,7632,High,10,8,8-15 Years
